num,open,high,low,close,Volume,ma5,ma10,ma20,ma60,ma120,gain,loss,sumgain,sumloss,avggain,avgloss,rs,rsi,EMA12,EMA26,macd
8451,29582.94,29910.69,29468.31,29639.96,1191790771,30396.472,30564.875,30757.7345,31398.8695,31563.38292,0,57.02,799.32,851.38,47.27285864,75.95538966,0.622376619,38.36203086,29678.30831,29687.29926,-8.990951913
8450,30174.03,30241.65,29452.53,29582.94,2448144104,30646.26,30679.48,30858.3835,31434.785,31588.69333,591.09,0,1386.52,851.38,86.11694017,70.53000468,1.220997227,54.97518017,29754.57319,29715.02844,39.54475009
8449,30613.75,30675,30125.47,30173.76,1427775442,30751.678,30731.734,30938.924,31458.90917,31610.18758,439.72,0,1605.01,851.38,111.3743016,65.49214721,1.700574898,62.97084741,29886.75423,29818.21591,68.5383213
8448,30788.02,30828.76,30526.08,30614.17,642795428.9,30778.93,30737.658,30997.0405,31475.47983,31628.15583,174.27,0,1779.28,716.26,115.8668515,60.81413669,1.905261799,65.57969404,30025.41051,29953.51466,71.89584452
8447,30823.62,31050,30735,30788.03,598848451.5,30768.326,30738.156,31043.948,31487.16283,31646.00825,35.6,0,1814.88,506.51,110.1335049,56.47026979,1.950291815,66.10504781,30148.21197,30084.53714,63.6748314
8446,30831.88,30960,30773.6,30823.62,355084982.5,30733.278,30715.805,31079.0175,31496.386,31662.50308,8.26,0,1650.74,506.51,102.856826,52.43667909,1.961543481,66.23382346,30253.39166,30198.85404,54.53762087
8445,30701.12,30909.55,30701.12,30831.87,332911893.8,30712.7,30702.044,31112.33,31503.562,31680.04442,0,130.76,1650.74,622.95,95.50990987,58.03120201,1.64583718,62.20477936,30322.27295,30286.55673,35.71622051
8444,30750.01,30869.47,30685.36,30701.12,264625911.3,30711.79,30758.226,31156.749,31518.37117,31697.81975,48.89,0,1699.63,612.29,92.17991631,53.88611615,1.710643165,63.1083865,30388.07865,30353.95717,34.12147434
8443,30735,30826.17,30676.5,30750.01,243081854.4,30696.386,30803.169,31198.6215,31533.95217,31714.75933,0,15.01,1699.63,369.29,85.59563657,51.10925071,1.674758197,62.61344292,30441.45116,30413.77653,27.67463783
8442,30648.38,30764,30529,30734.99,325029616.8,30707.986,30867.282,31250.133,31546.65317,31731.28417,0,86.62,1477.29,455.91,79.48166253,53.6457328,1.481602699,59.70346098,30473.28637,30456.77923,16.50714369
8441,30728.99,30798.31,30555,30648.39,349098541.4,30698.332,30950.594,31295.055,31561.8155,31748.63942,80.61,0,1387.09,455.91,79.56225806,49.81389475,1.597190071,61.49684956,30512.62539,30492.22738,20.39801047
8440,30696.57,30839,30662.43,30728.99,316600611.9,30691.388,31037.287,31348.142,31574.1835,31766.05542,0,32.42,1387.09,390.61,73.87923963,48.57147369,1.521041756,60.33385811,30540.92456,30526.25092,14.67364419
8439,30672.99,30770,30592.2,30696.56,525951131,30804.662,31146.114,31394.414,31585.36483,31783.7595,0,23.58,1378.44,414.19,68.60215109,46.78636843,1.466285018,59.45318596,30561.24232,30550.70719,10.53513483
8438,30793,30970,30630.22,30672.99,958817246.7,30909.952,31256.423,31442.081,31595.838,31801.25925,120.01,0,1498.45,345.41,72.27414029,43.44448497,1.663597585,62.45679131,30596.89735,30578.40956,18.48779215
8437,30600.11,30836,30358.77,30793,1446221224,31026.578,31349.74,31481.65,31604.66417,31818.36942,0,192.89,1498.45,481.28,67.1117017,54.11916462,1.240072758,55.35859286,30597.3916,30597.13532,0.256279965
8436,30694.27,30857.9,30541,30601.2,1427648145,31202.856,31442.23,31530.104,31617.68917,31836.35192,94.16,0,1001.52,481.28,69.04372301,50.25351,1.373908469,57.87537671,30612.29597,30604.56778,7.728191309
8435,31262.94,31365,30585,30694.28,2161295798,31383.186,31522.616,31567.757,31633.18233,31849.77475,568.67,0,1130.47,481.28,104.7313142,46.66397357,2.244371968,69.17739366,30712.39505,30660.49182,51.9032274
8434,31199.44,31458.14,31167,31262.16,788733156,31487.566,31555.272,31572.0155,31635.18267,31859.58658,0,63.5,956.2,544.78,97.25050606,47.86654689,2.031700893,67.01521571,30787.32504,30748.47246,38.85258843
8433,31376.13,31428.31,31154,31198.32,858050222.8,31602.894,31594.074,31577.3245,31641.42667,31869.67467,176.69,0,1097.29,544.78,102.9247556,44.44750782,2.315647393,69.83997749,30877.91042,30830.94023,46.97019591
8432,31481.5,31542.4,31300,31376.13,774604633.3,31672.902,31632.984,31592.6145,31646.99833,31877.48158,105.37,0,1194.4,544.78,103.0994159,41.27268584,2.498005978,71.41228442,30970.77036,30922.62076,48.14959597
8431,31595.92,31659.44,31460,31481.51,480547838,31681.604,31639.516,31604.8695,31652.54,31879.70792,114.42,0,1308.82,414.02,103.9080291,38.32463685,2.711259326,73.05496835,31066.94723,31017.07774,49.86948719
8430,31784.84,31843.73,31565.62,31595.92,539250246.3,31662.046,31658.997,31614.174,31657.575,31882.3285,188.92,0,1448.85,414.02,109.9803127,35.58716279,3.09044903,75.55280624,31177.39227,31120.12447,57.2677997
8429,31776.08,31857,31713.37,31784.84,342137990.4,31622.978,31642.714,31610.41,31660.21567,31882.58375,0,8.76,1448.85,407.77,102.1245761,33.67093687,3.033018549,75.2046764,31269.49807,31221.73951,47.75856556
8428,31726.17,31890,31629.06,31776.08,575254272.1,31585.254,31627.739,31607.643,31664.689,31882.78683,0,49.91,1448.85,371.06,94.82996352,34.83086995,2.722583836,73.1369381,31339.75529,31303.32562,36.42966943
8427,31525.01,31778.13,31507.75,31727.6,427096784.8,31593.066,31613.56,31609.081,31669.99533,31884.41025,0,201.16,1368.24,572.22,88.0563947,46.7115221,1.885110798,65.33928608,31368.25602,31353.47786,14.77815334
8426,31498.13,31599.43,31431.1,31525.72,297625258.5,31597.428,31617.978,31618.0805,31679.67533,31886.76858,0,26.88,1368.24,566.68,81.76665222,45.29498481,1.805203216,64.35195873,31388.23663,31377.87631,10.36031778
8425,31589.5,31668.67,31456.31,31498.13,323896089.3,31655.948,31612.898,31637.297,31685.40767,31895.36733,91.37,0,1459.61,543.1,82.45260563,42.05962875,1.960374071,66.22048511,31419.20022,31403.14503,16.05519767
8424,31587.46,31623.22,31417.92,31589.49,444615469.8,31662.45,31588.759,31660.2805,31688.15817,31901.91875,0,2.04,1339.6,545.14,76.5631338,39.20108384,1.953087168,66.13713232,31445.08634,31431.66391,13.42243221
8423,31765.23,31833,31525.83,31587.55,556511296.1,31670.224,31560.575,31684.533,31690.03367,31908.85675,177.77,0,1517.37,352.25,83.79219567,36.40100642,2.301919752,69.71458802,31494.33921,31468.80069,25.53852526
8422,31546.82,31849,31490.02,31767,446734464.5,31634.054,31552.245,31704.0445,31678.62367,31916.71867,0,218.41,1423.21,570.66,77.80703884,49.40164882,1.574988704,61.16487818,31502.41318,31498.22668,4.186501434
8421,31790.73,31899.83,31401,31546.81,753809535.3,31638.528,31570.223,31736.5555,31674.55317,31925.2595,243.91,0,1098.45,570.66,89.67153607,45.87295962,1.954779827,66.15653082,31546.76961,31523.76998,22.99963227
8420,31622.01,31850,31520.01,31790.72,458769708.7,31569.848,31569.351,31756.5785,31667.9055,31931.75783,0,168.72,1098.45,675.88,83.26642635,54.64774822,1.523693639,60.37553907,31558.34506,31552.34298,6.002082004
8419,31626.33,31725,31583.81,31622,244086304.3,31515.068,31578.106,31773.3695,31665.1955,31939.022,4.32,0,926.08,675.88,77.62739589,50.74433763,1.529774543,60.47078571,31568.80428,31563.38098,5.423300157
8418,31584.38,31706.4,31584.38,31626.34,208681213,31450.926,31587.547,31766.8855,31667.56683,31944.69183,0,41.95,820.71,717.83,72.0825819,50.11617066,1.43830985,58.98798506,31571.20055,31569.95804,1.24250754
8417,31569.19,31649.79,31539.91,31584.38,301933147.3,31470.436,31604.602,31769.14,31667.84817,31952.11858,0,15.19,706.29,733.02,66.93382605,47.62144418,1.405539609,58.42928563,31570.89123,31571.05162,-0.160385358
8416,31447.33,31750,31390.37,31569.18,556996884.9,31501.918,31618.183,31776.4415,31671.57167,31962.08958,0,121.86,517.37,854.88,62.15283848,52.92419817,1.174374684,54.00976623,31551.88181,31561.73855,-9.856736328
8415,31348.11,31549.18,31268.08,31447.33,471720066.8,31568.854,31661.696,31789.8245,31678.96133,31973.39892,0,99.22,517.37,945.34,57.71335001,56.23104116,1.026361042,50.65045275,31520.5323,31536.7876,-16.25530111
8414,31305.62,31439.78,31217.37,31349.07,670706016,31641.144,31731.802,31813.3695,31688.116,31985.32342,0,42.49,517.37,937.92,53.59096787,55.24953822,0.969980376,49.23807303,31487.46887,31504.61287,-17.14400122
8413,31681.93,31730,31075.1,31305.62,1411582317,31724.168,31808.491,31834.3655,31697.904,31995.68192,376.31,0,893.68,736.76,76.64232731,51.30314263,1.493910965,59.90233757,31517.38597,31501.8734,15.51256877
8412,31726.6,31749.82,31608.13,31681.94,345812100.7,31738.768,31855.844,31836.4935,31699.705,32002.95133,44.67,0,938.35,709.88,74.35858964,47.63863244,1.560888418,60.95105148,31549.57274,31532.8833,16.68943853
8411,31782.01,31838.2,31661.21,31726.6,374751989.3,31734.448,31902.888,31834.0045,31698.095,32008.09342,55.41,0,902.39,709.88,73.00511895,44.23587298,1.650360082,62.26927779,31585.33232,31566.79032,18.54200354
8410,31709.56,31787.55,31655.29,31782.01,340690739.5,31754.538,31943.806,31831.7975,31699.487,32018.52442,0,72.45,902.39,780.29,67.7904676,46.25116777,1.465702832,59.44361231,31604.44427,31594.53437,9.909900432
8409,31720.74,31743.77,31547.99,31709.56,548760652.9,31822.46,31968.633,31827.3935,31700.1645,32029.9055,11.18,0,735.8,780.29,63.74686277,42.94751293,1.484296957,59.7471632,31622.33592,31613.05877,9.277152217
8408,31754.93,31850,31670,31720.75,471807811.8,31892.814,31946.224,31821.756,31698.93033,32042.67633,34.19,0,769.99,561.88,61.63565829,39.87983343,1.545534497,60.71551961,31642.73501,31632.1577,10.57730544
8407,31705,31797.81,31648.93,31754.93,502838324.7,31972.92,31933.678,31808.4595,31698.4105,32054.83517,0,49.93,526.08,611.81,57.23311127,40.59770247,1.409762321,58.50213146,31652.31424,31647.34723,4.967007735
8406,31882.46,31925.15,31666,31705,547616419.4,32071.328,31934.7,31792.06,31695.227,32066.96017,177.46,0,703.54,443.09,65.82074618,37.69786658,1.746007192,63.58348941,31687.72128,31669.36207,18.35920597
8405,32049.17,32058.98,31830,31882.46,628031344.6,32133.074,31917.953,31761.059,31687.75933,32075.92892,166.71,0,865.93,443.09,73.02712145,35.00516183,2.086181513,67.59749885,31743.32877,31714.49526,28.83351617
8404,32072.51,32147.16,32040,32049.17,324874832,32114.806,31894.937,31738.084,31674.7065,32082.27608,23.34,0,889.27,401.14,69.47804135,32.50479313,2.137470652,68.1271919,31793.97204,31767.71257,26.25947094
8403,32155.46,32182.84,32030,32072.52,356938825.4,31999.634,31860.24,31718.702,31666.685,32090.92725,82.95,0,972.22,385.95,70.44032411,30.18302219,2.333773062,70.00395703,31849.58557,31820.74893,28.83664635
8402,32197.04,32217.35,32050,32155.46,331028220.4,31894.436,31817.143,31685.782,31658.65067,32098.50683,41.58,0,1013.8,264.09,68.37887239,28.02709203,2.439741958,70.92805181,31903.0401,31875.32294,27.7171623
8401,32191.19,32275.3,32127,32197.03,449691334.4,31798.072,31765.121,31653.836,31651.25467,32105.75583,0,5.85,1013.8,170.72,63.49466722,26.44301403,2.401188728,70.59851481,31947.37085,31924.38454,22.98631682
8400,31957.83,32435.93,31927,32191.18,1372033141,31702.832,31719.789,31617.83,31644.76383,32113.65983,0,233.36,1013.8,361.59,58.95933384,41.22279874,1.430260333,58.85214491,31948.97995,31948.14561,0.834347849
8399,31496.65,32114,31451,31957.83,964157686.8,31675.068,31686.154,31588.311,31640.57083,32122.72975,0,461.18,637.49,822.77,54.74795285,71.21974169,0.768718779,43.46189954,31879.39073,31915.47403,-36.08330111
8398,31629.47,31629.47,31465,31496.65,455342392.9,31720.846,31697.288,31578.5475,31646.7425,32135.84817,132.82,0,725.64,822.77,60.32452765,66.13261728,0.912175113,47.70353441,31840.94139,31860.87808,-19.93669638
8397,31715.22,31715.23,31600,31629.47,255103950.4,31739.85,31683.241,31563.2025,31650.479,32147.44308,85.75,0,755.98,822.77,62.14063282,61.4088589,1.011916423,50.29614606,31821.59963,31831.62869,-10.02905648
8396,31714.99,31822.16,31662.54,31715.23,254387708.5,31732.17,31649.42,31546.522,31663.48533,32156.97258,0,0.23,755.98,750.55,57.70201619,57.03894041,1.011624967,50.28894468,31805.19815,31813.70262,-8.504472292
8395,31819.01,31876.07,31710,31714.99,233097862.2,31736.746,31604.165,31541.9655,31674.39933,32166.40317,104.02,0,848.82,750.55,61.0104436,52.96473038,1.151906999,53.52959023,31807.32305,31806.22125,1.101799798
8394,31725.54,31909.98,31700,31819,472989343.2,31697.24,31581.231,31520.163,31685.09917,32174.81625,0,93.47,814.63,844.02,56.65255477,55.85796393,1.014225202,50.35311847,31794.74104,31801.26505,-6.524004159
8393,31724.49,31810,31655.55,31725.55,333757981.2,31673.73,31577.164,31512.59,31697.40167,32185.54375,0,1.05,814.63,795.14,52.60594372,51.94310936,1.012760776,50.31699683,31783.93319,31789.53726,-5.604071896
8392,31676.82,31724.49,31522.16,31724.49,408222031.8,31626.632,31554.421,31511.887,31711.49333,32197.14117,0,47.67,637.17,842.81,48.84837631,51.63788726,0.945979375,48.61199389,31767.45424,31775.99888,-8.544642031
8391,31737.87,31849,31614.72,31677.24,761519835.6,31566.67,31542.551,31518.746,31727.89633,32209.46675,61.05,0,531.51,842.81,49.71992086,47.94946674,1.036923333,50.90635058,31762.90282,31765.26281,-2.359996249
8390,31621.48,31750,31433.72,31737.92,727427724.2,31471.584,31515.871,31526.7535,31742.60167,32222.8205,0,116.39,508.17,959.2,46.16849794,52.83807626,0.873773256,46.63174977,31741.14546,31752.42705,-11.28159227
8389,31607.99,31738.83,31572,31622.35,492299293.9,31465.222,31490.468,31542.8435,31761.466,32237.69092,0,13.49,425.22,972.69,42.87074809,50.02749939,0.856943653,46.1480698,31720.66001,31731.28209,-10.62208804
8388,31489,31750,31329,31607.99,918555094.9,31480.598,31459.807,31564.668,31780.83183,32254.00667,0,118.99,383.64,1091.68,39.8085518,54.95339229,0.724405722,42.00900708,31685.02,31703.5,-18.48000042
8387,31377.01,31570,31330.12,31489.01,450634584.1,31482.21,31443.164,31592.4455,31804.85367,32271.23858,0,111.99,383.64,1197.82,36.96508381,59.0274357,0.626235637,38.50829627,31637.63385,31662.20445,-24.57059865
8386,31262.44,31475,31225.63,31377.09,555448913.8,31518.432,31443.624,31628.8855,31828.62017,32289.13667,0,114.57,383.64,1079.03,34.32472068,62.99476172,0.544882142,35.27014307,31579.91172,31609.84171,-29.92999373
8385,31589.67,31591.94,31240,31262.44,854641711.4,31560.158,31479.766,31657.867,31856.52683,32309.98825,327.23,0,710.87,617.85,55.24652635,58.49513588,0.944463595,48.57193509,31581.41299,31580.63455,0.778438354
8384,31684.87,31777.26,31564.5,31589.67,715474138.6,31515.714,31459.095,31666.11,31877.26833,32330.48683,95.2,0,673.25,617.85,58.10034589,54.31691189,1.069654807,51.68276387,31597.32946,31589.07648,8.252980602
8383,31497.06,31945,31320.37,31684.88,1159498215,31439.016,31448.016,31666.866,31895.5665,32351.99625,0,187.81,587.5,805.66,53.95032119,63.85213247,0.844925911,45.79728139,31581.90339,31589.90209,-7.998703024
8382,31558.12,31567.55,31426.66,31497.05,312400481,31404.118,31469.353,31646.0445,31915.91517,32375.11375,61.06,0,648.56,805.43,54.45815539,59.29126586,0.918485288,47.87554503,31578.2444,31580.14165,-1.897250137
8381,31471.07,31572.53,31419,31556.77,342380608.3,31368.816,31494.941,31633.268,31935.46333,32398.47742,0,87.05,544.54,892.48,50.56828715,61.27403259,0.825280874,45.21391122,31561.75603,31570.30556,-8.549525044
8380,31367.45,31520,31347.41,31468.88,453391685.8,31399.374,31537.636,31629.308,31957.92733,32422.22942,0,103.62,544.54,902.63,46.95626664,64.29874455,0.730282791,42.20597898,31531.8628,31547.36299,-15.50019641
8379,31301.38,31430.27,31175.14,31367.51,490348750.5,31402.476,31595.219,31633.906,31982.15417,32446.53892,0,66.07,544.54,967.65,43.60224759,64.42526279,0.676788044,40.36217019,31496.40391,31514.79,-18.38609211
8378,31322.57,31462.99,31268.46,31301.37,396384647.8,31457.016,31669.529,31657.2675,32006.6805,32472.61067,21.19,0,565.73,919.98,42.00137276,59.82345831,0.702088678,41.2486545,31469.66023,31483.52732,-13.86709219
8377,31381.61,31495,31237.32,31320.54,592987814.6,31534.588,31741.727,31671.202,32032.07467,32496.99792,59.04,0,563.72,919.98,43.21841756,55.55035414,0.778004357,43.7571682,31456.11404,31463.13799,-7.0239498
8376,31623.86,31633.41,31250.29,31381.61,627906755.7,31621.066,31814.147,31691.7515,32055.01467,32519.94608,242.25,0,805.97,803.59,57.43495917,51.5824717,1.113458841,52.68419803,31481.92111,31468.53967,13.38144419
8375,31382.96,31629.08,31150.02,31623.86,1062865513,31675.898,31835.968,31705.094,32066.36717,32541.08008,0,240.9,805.97,1031,53.33246208,65.1051523,0.819174216,45.03000365,31466.69632,31474.59066,-7.894333552
8374,31574.08,31623,31325,31382.95,570288282,31787.962,31873.125,31730.8155,32083.9905,32565.00442,191.12,0,997.09,912.01,63.17442908,60.45478427,1.044986428,51.09991997,31483.21689,31474.65067,8.566219188
8373,31710.43,31845.12,31531,31574.08,507116214.7,31882.042,31885.716,31746.7565,32097.92267,32588.43842,136.35,0,1133.44,800.02,68.40125557,56.1365854,1.218479091,54.92407371,31518.17275,31500.04749,18.12526239
8372,31814,31853.41,31643.32,31710.89,448302522.3,31948.866,31822.736,31750.7345,32107.96483,32611.50583,103.57,0,1237.01,685.45,70.91330875,52.1268293,1.360399428,57.634289,31563.68464,31540.08588,23.59875479
8371,31898.02,31976.11,31802.67,31814,326774891.2,32007.228,31771.595,31741.5345,32106.87583,32628.27833,84.02,0,993.8,685.45,71.84950098,48.40348435,1.48438696,59.74862144,31615.12085,31588.45022,26.67062727
8370,31943.28,32060,31850,31898.02,444765491.9,31996.038,31720.98,31739.91,32107.082,32644.82075,45.26,0,943.86,685.45,69.95025091,44.94609261,1.556314395,60.88118104,31665.60687,31639.42893,26.17793817
8369,32044.48,32064.99,31905,31943.28,311071249.1,31958.288,31672.593,31730.2565,32104.95183,32661.51867,101.2,0,1045.06,497.64,72.18237584,41.73565742,1.72951333,63.36343226,31723.89504,31693.67155,30.22349754
8368,32044.55,32116.4,31910,32044.48,460076334.4,31889.39,31645.006,31710.367,32100.88467,32676.81417,0.07,0,984.07,497.64,67.03149185,38.75453904,1.729642347,63.3651639,31773.22658,31747.64726,25.57931274
8367,32105.81,32245,31780,32044.55,1544854955,31696.606,31600.677,31694.3265,32098.82517,32693.00117,61.26,0,1045.33,410.59,66.61924244,35.98635768,1.851236044,64.92749164,31824.39326,31797.86238,26.53087146
8366,31842.07,32187,31780,32105.81,1258840092,31535.962,31569.356,31664.7355,32093.86183,32708.171,0,263.74,1045.33,570.71,61.86072512,52.25447498,1.183835932,54.20901428,31827.11276,31825.70264,1.410110609
8365,31754.53,31938,31735,31842.07,612280226.9,31445.922,31574.22,31644.352,32105.327,32725.361,0,87.54,1045.33,592.18,57.4421019,54.77486963,1.048694452,51.18842642,31815.94618,31821.73625,-5.790077348
8364,31699.99,31957.93,31694.64,31754.45,1242236091,31386.898,31588.506,31619.9255,32115.67933,32743.23975,0,54.54,1024.14,646.72,53.33909462,54.75809323,0.974086048,49.34364684,31798.10677,31807.35683,-9.250065449
8363,31080.63,31789.35,31059.16,31699.99,1714096438,31400.622,31607.797,31614.487,32127.67983,32760.1455,0,619.36,965.1,1266.08,49.52915929,95.08680085,0.520883644,34.24875044,31687.72572,31744.96034,-57.23461378
8362,31302.59,31302.59,31018.59,31080.62,873377540.2,31504.748,31678.733,31644.1255,32154.81367,32782.74058,221.96,0,944.81,1266.08,61.84564791,88.29488651,0.700444277,41.19183947,31628.47407,31659.19715,-30.72307776
8361,31391.87,31449,31123,31303,979742977,31602.75,31711.474,31666.66,32175.96583,32803.05975,89.28,0,1034.09,1025.18,63.80524449,81.9881089,0.778225591,43.76416552,31592.07345,31610.94785,-18.87439913
8360,31459.41,31519.49,31316.58,31391.87,519880779.5,31702.518,31758.84,31687.1535,32195.61017,32822.22758,67.54,0,910.51,1025.18,64.07201274,76.13181541,0.841593129,45.69918924,31571.66369,31582.24653,-10.58283915
8359,31768.61,31772.98,31358.09,31459.41,758489088.8,31790.114,31787.92,31699.4955,32212.8485,32840.67133,309.2,0,1083.36,1025.18,81.58115469,70.69382859,1.15400674,53.57488993,31601.96312,31586.2523,15.71081702
8358,31601.26,31808.27,31537.34,31768.61,505992787.4,31814.972,31775.728,31704.4125,32221.81683,32855.11233,0,167.35,979.79,1192.53,75.75392935,77.59784083,0.976237593,49.39879681,31601.85495,31601.91104,-0.056089306
8357,31792.6,31800.21,31534.41,31601.26,534327822.7,31852.718,31787.976,31717.0325,32236.389,32870.57983,191.34,0,1087.11,1192.53,84.01007726,72.05513792,1.165913767,53.83011016,31631.20034,31615.98421,15.21612956
8356,31890.71,31950,31704,31792.6,445171009.2,31820.198,31760.115,31752.1825,32252.6075,32885.39075,98.11,0,1139.96,1192.53,85.01721459,66.90834235,1.270651934,55.95978471,31671.1249,31650.42328,20.7016253
8355,31897.39,32000,31829.79,31890.72,379834370.6,31815.162,31714.484,31776.1385,32267.8365,32898.38483,6.68,0,1045.44,1192.53,79.42169927,62.12917504,1.278331786,56.10823646,31705.93492,31687.88528,18.04963736
8354,31892.9,32007.7,31855.02,31897.05,346268546.6,31785.726,31651.345,31804.319,32282.53083,32911.29758,0,4.49,1045.37,1197.02,73.74872075,58.01209111,1.271264651,55.9716654,31734.69878,31719.78418,14.91459344
8353,31789.99,32042.81,31789.99,31892.9,584144937,31736.484,31621.177,31832.8585,32293.45983,32924.85833,0,102.91,984.11,1299.93,68.48095498,61.2190846,1.118621022,52.79948657,31743.20512,31738.79442,4.410695871
8352,31630,31874,31629.99,31789.98,378575603.1,31723.234,31609.518,31871.8585,32306.19767,32940.00992,0,159.99,984.11,1196.18,63.5894582,68.27414999,0.931384107,48.22366009,31725.78895,31734.81955,-9.030607768
8351,31865.53,31934.91,31550,31630,631380933.5,31700.032,31621.846,31923.4085,32318.09183,32957.29942,235.53,0,1219.64,1108.64,75.87092547,63.39742499,1.196750901,54.47822511,31747.28757,31736.14014,11.14743445
8350,31750.21,31876,31500,31866.43,524876970.2,31613.806,31615.467,31961.1415,32337.56183,32970.90317,0,115.32,1219.64,1169.42,70.45157365,67.10618035,1.049852238,51.2159959,31747.73717,31747.50405,0.233128298
8349,31646.69,31845.05,31607.27,31750.22,393211046,31516.964,31611.071,32011.298,32359.6465,32986.56592,0,103.52,1219.64,653.58,65.41931839,69.70716746,0.938487687,48.41339429,31732.19146,31740.2522,-8.060743292
8348,31723.74,31790,31618.9,31646.69,304129857.9,31505.87,31633.097,32067.4605,32386.42233,33001.24525,77.05,0,1074.73,653.58,66.25008136,64.72808407,1.023513708,50.58101184,31730.89123,31731.56542,-0.674190193
8347,31513.99,31748,31509.65,31723.03,445169933.8,31495.802,31646.089,32127.789,32411.25983,33014.518,0,209.75,985.45,863.33,61.51793269,75.08679235,0.819290993,45.03353209,31697.52181,31714.82447,-17.30266236
8346,31434.4,31776.5,31377.01,31513.98,688062250.7,31543.66,31744.25,32192.2395,32438.69333,33030.26042,0,79.59,917.91,942.92,57.12379464,75.40845004,0.757525113,43.10180875,31657.04153,31678.03131,-20.98977413
8345,31266,31496,31213.66,31434.4,579942901.9,31617.128,31837.793,32267.3615,32464.0985,33047.04792,0,168.4,608.71,1111.32,53.0435236,82.05070361,0.646472501,39.26409343,31596.8813,31628.07549,-31.19419634
8344,31591.22,31591.31,31140,31265.99,1386671424,31705.178,31957.293,32345.7695,32489.84567,33064.73342,325.22,0,933.93,943.97,72.48470048,76.18993907,0.951368401,48.75391035,31596.01033,31596.46194,-0.451613431
8343,31673.4,31731.2,31464,31591.22,881584163.7,31760.324,32044.54,32405.3465,32515.1695,33084.92558,82.18,0,824.77,943.97,73.17722188,70.74780056,1.034339178,50.84398851,31607.91643,31601.7429,6.173535074
8342,31753.28,31820,31654.13,31673.4,427910000.5,31796.376,32134.199,32457.5755,32538.363,33102.98283,79.88,0,806.54,943.97,73.65599174,65.69438624,1.121191565,52.85668601,31630.28006,31618.6841,11.59595418
8341,31801.74,31935.23,31658.58,31753.29,705977727,31944.84,32224.971,32506.462,32560.257,33120.04442,48.46,0,848.32,943.97,71.85627805,61.00193008,1.177934501,54.08493691,31656.65851,31642.98079,13.67771621
8340,31706.25,31911,31401.2,31801.74,1426965591,32058.458,32306.816,32557.3205,32582.55583,33135.82633,0,95.49,848.32,1034.97,66.72368676,63.46536364,1.051340179,51.2513814,31664.28797,31660.33195,3.956016284
8339,31866.95,32130,31580,31706.26,1544393074,32209.408,32411.525,32613.061,32604.88867,33153.64117,160.7,0,1009.02,932.06,73.43628056,58.93212338,1.246116317,55.47870819,31695.46674,31679.29997,16.16677161
8338,31853.66,31970,31763.14,31866.95,734331825.1,32328.756,32501.824,32658.3615,32624.95383,33169.59717,0,13.29,1009.02,785.36,68.19083195,55.67197171,1.224868275,55.05351884,31719.80417,31707.18476,12.61940504
8337,32495.6,32576.43,31801,31853.67,1704754132,32472.022,32609.489,32707.9895,32644.40717,33184.32625,641.94,0,1415.43,785.36,109.1729154,51.6954023,2.111849614,67.86477098,31839.15737,31777.27053,61.886847
8336,32369.83,32620,32331,32495.61,613517553.2,32505.102,32640.229,32721.11,32650.45983,33194.54333,0,125.77,1415.43,795.81,101.37485,56.986445,1.778929182,64.01491602,31920.79932,31878.46646,42.33285914
8335,32461,32540,32303,32369.84,641486670.6,32555.174,32696.93,32717.869,32658.407,33206.06975,91.17,0,1506.6,692.29,100.6459321,52.91598464,1.901994885,65.54094547,32003.90711,31960.81418,43.09293209
8334,32463.69,32590,32352,32461,511011889.6,32613.642,32734.246,32716.837,32664.53333,33216.79458,2.69,0,1432.24,692.29,93.64907984,49.13627145,1.905905293,65.5873162,32074.64294,32037.9651,36.67783713
8333,32569.99,32647,32350.89,32463.68,553165406.5,32674.892,32766.153,32714.153,32673.68583,33227.9345,106.3,0,1538.54,482.54,94.552717,45.62653778,2.072318471,67.45129096,32150.85018,32111.33532,39.51486503
8332,32661,32664.37,32460.58,32570,338727280.1,32746.956,32780.952,32701.3015,32682.789,33236.84933,91.01,0,1629.55,402.95,94.29966578,42.36749936,2.225754817,68.99950378,32229.33477,32188.63906,40.69571201
8331,32620.19,32675.06,32426.87,32661,777125815.4,32775.356,32787.953,32655.6845,32691.03717,33245.0225,0,40.81,1629.55,275.36,87.56397537,42.25624941,2.072213616,67.45018006,32289.46634,32258.28701,31.17933466
8330,32753.34,32776.99,32614.55,32619.72,376160678,32838.686,32807.825,32620.1945,32703.03933,33254.66983,133.15,0,1437.48,275.36,90.82011999,39.23794588,2.314599247,69.83044026,32360.83152,32323.82735,37.00416637
8329,32769.94,32896.12,32684.3,32753.34,418569576.6,32854.85,32814.597,32573.301,32713.91583,33262.79208,16.6,0,1371.9,275.36,85.51868285,36.43523546,2.347142313,70.12376809,32423.77129,32391.13585,32.63543422
8328,32930.31,33170,32750,32769.94,754343419.9,32857.414,32814.899,32524.8265,32727.1815,33271.01242,160.37,0,1452.39,275.36,90.8652055,33.83271864,2.685719893,72.86825833,32501.70032,32461.29267,40.40764662
8327,32803,33027.99,32642.01,32930.31,517217022.1,32814.948,32806.49,32474.36,32737.6235,33280.08383,0,127.31,1403.93,402.67,84.37483368,40.50966731,2.082832057,67.56229397,32548.05412,32524.01881,24.03530212
